host_id,ts,n_flows,n_distinct_ports,n_distinct_dsts,total_bytes,mean_duration,failed_logins,top_service,n_alerts,attack_family,label
h057,2024-03-02 23:00:00,11,4,7,54194,0.6259813136242053,1,http,0,benign,0
h058,2024-03-02 23:00:00,7,3,4,21344,0.4721956449003618,0,http,0,benign,0
h059,2024-03-02 23:00:00,10,3,5,87223,0.9462816197145847,0,http,0,benign,0
h000,2024-03-03 00:00:00,7,3,4,19995,0.9220858779456033,0,http,0,benign,0
h001,2024-03-03 00:00:00,13,5,7,74176,0.7488627489173457,0,http,0,benign,0
h002,2024-03-03 00:00:00,3,2,2,1381253,8.124353750084632,0,ssh,0,benign,0
h003,2024-03-03 00:00:00,3,2,3,3061,0.884656072857311,0,http,0,benign,0
h004,2024-03-03 00:00:00,2,2,2,818940,5.428880518574079,0,ssh,0,benign,0
h005,2024-03-03 00:00:00,12,3,7,29994,0.9187711065450951,0,http,0,benign,0
h006,2024-03-03 00:00:00,17,5,6,89214,0.4397502266152354,1,http,0,benign,0
h007,2024-03-03 00:00:00,130,119,98,8324,0.06006899560527367,0,other,1,portscan,1
h008,2024-03-03 00:00:00,18,2,7,45661,0.41306824689905336,0,http,0,benign,0
h009,2024-03-03 00:00:00,3,2,3,18079,0.3178178427806316,0,smtp,0,benign,0
h010,2024-03-03 00:00:00,6,2,2,5865326,18.50213095673695,0,ssh,0,benign,0
h011,2024-03-03 00:00:00,10,4,7,12531,0.541627369517618,1,http,0,benign,0
h012,2024-03-03 00:00:00,7,4,5,33541,0.370646277634674,0,http,0,benign,0
h013,2024-03-03 00:00:00,8,5,7,13608,0.5072029707756291,0,http,0,benign,0
h014,2024-03-03 00:00:00,13,3,6,30567,0.34421782136636814,0,http,0,benign,0
h015,2024-03-03 00:00:00,20,4,8,54098,0.6288786786928225,0,http,0,benign,0
h016,2024-03-03 00:00:00,14,3,8,53917,0.6092239696419265,0,http,0,benign,0
h017,2024-03-03 00:00:00,8,4,5,22675,0.3910923738903417,0,http,0,benign,0
h018,2024-03-03 00:00:00,7,4,4,21765,0.567245492268042,0,http,0,benign,0
h019,2024-03-03 00:00:00,4,2,2,2415247,22.39413593086666,0,http,0,benign,0
h020,2024-03-03 00:00:00,11,3,5,24597,0.7055999847475892,0,http,0,benign,0
h021,2024-03-03 00:00:00,7,2,5,9530,0.3629213450835488,0,http,0,benign,0
h022,2024-03-03 00:00:00,4,3,3,7294,0.4564097032895326,0,http,0,benign,0
h023,2024-03-03 00:00:00,12,5,6,20107,0.44288368908933085,0,http,0,benign,0
h024,2024-03-03 00:00:00,9,4,7,33446,0.44736662096365026,0,http,0,benign,0
h025,2024-03-03 00:00:00,5,3,4,18651,0.5628072567597247,0,ssh,0,benign,0
h026,2024-03-03 00:00:00,2,2,2,41785,1.1051038585388626,0,http,0,benign,0
h027,2024-03-03 00:00:00,3,2,3,31257,0.29685907372657844,0,http,0,benign,0
h028,2024-03-03 00:00:00,7,3,4,23270,0.7743089169817365,0,http,0,benign,0
h029,2024-03-03 00:00:00,12,4,7,35906,0.42291110869451404,0,http,0,benign,0
h030,2024-03-03 00:00:00,17,5,8,160884,0.3964181485888703,0,http,0,benign,0
h031,2024-03-03 00:00:00,9,5,4,79145,1.0068293059263103,0,http,0,benign,0
h032,2024-03-03 00:00:00,5,3,4,14492,0.44700817413905014,0,http,0,benign,0
h033,2024-03-03 00:00:00,7,3,4,33064,0.5824968859958303,0,http,0,benign,0
h034,2024-03-03 00:00:00,6,3,5,46987,0.9118225919853535,0,http,0,benign,0
h035,2024-03-03 00:00:00,43,41,25,102756,0.6483645971288431,0,other,0,benign,0
h036,2024-03-03 00:00:00,7,3,4,11491,0.788152240300704,0,http,0,benign,0
h037,2024-03-03 00:00:00,11,3,7,25598,0.3589530034858996,0,http,0,benign,0
h038,2024-03-03 00:00:00,20,4,8,131066,0.4652396867114491,0,http,0,benign,0
h039,2024-03-03 00:00:00,3,2,3,5555,0.8226302735524588,0,http,0,benign,0
h040,2024-03-03 00:00:00,9,4,4,12220,0.6456151088882425,0,http,1,benign,0
h041,2024-03-03 00:00:00,4,3,3,47511,1.403450396898881,0,http,0,benign,0
h042,2024-03-03 00:00:00,10,4,7,25352,0.48011770425009354,0,http,0,benign,0
h043,2024-03-03 00:00:00,5,4,4,7937,0.20820206181915743,0,ssh,0,benign,0
h044,2024-03-03 00:00:00,26,5,7,88558,0.5149554863034773,0,http,0,benign,0
h045,2024-03-03 00:00:00,4,3,2,10712,0.45737983477473304,0,ssh,0,benign,0
h046,2024-03-03 00:00:00,7,3,3,20940,0.5674365554464361,1,http,0,benign,0
h047,2024-03-03 00:00:00,10,3,5,85710,0.47823349524454317,0,http,0,benign,0
h048,2024-03-03 00:00:00,10,4,5,32765,0.510341407613257,0,http,0,benign,0
h049,2024-03-03 00:00:00,26,5,8,265922,0.4040413419884006,0,http,0,benign,0
h050,2024-03-03 00:00:00,10,4,6,42222,0.32452387047939607,0,http,0,benign,0
h051,2024-03-03 00:00:00,12,5,7,25011,0.3189209484375804,0,http,0,benign,0
h052,2024-03-03 00:00:00,11,3,6,38100,0.5117713187167056,0,http,0,benign,0
h053,2024-03-03 00:00:00,22,4,7,89788,0.5556442403996014,1,http,0,benign,0
h054,2024-03-03 00:00:00,4,3,4,3675,0.32193595111721673,0,smtp,0,benign,0
h055,2024-03-03 00:00:00,8,5,4,28387,0.36685775663823095,0,http,0,benign,0
h056,2024-03-03 00:00:00,7,3,5,28775,1.2193888773806445,0,http,0,benign,0
h057,2024-03-03 00:00:00,14,4,6,50901,0.5225176831476471,0,http,0,benign,0
h058,2024-03-03 00:00:00,17,5,6,40381,0.5981080716746168,1,http,0,benign,0
h059,2024-03-03 00:00:00,53,48,30,137503,0.6284634586316635,0,other,0,benign,0
h000,2024-03-03 01:00:00,8,3,5,17577,0.5616305043512229,0,http,0,benign,0
h001,2024-03-03 01:00:00,5,3,3,13094,0.524392246337175,0,dns,0,benign,0
h002,2024-03-03 01:00:00,27,4,8,112578,0.6360069992003573,0,http,0,benign,0
h003,2024-03-03 01:00:00,6,4,4,34748,0.6347947819633524,0,http,0,benign,0
h004,2024-03-03 01:00:00,7,3,4,26656,0.5672396276131298,0,http,0,benign,0
h005,2024-03-03 01:00:00,12,5,6,95996,0.46042155231527615,0,http,1,benign,0
h006,2024-03-03 01:00:00,7,4,6,22964,0.765108554415433,0,ssh,0,benign,0
h007,2024-03-03 01:00:00,13,5,8,70492,0.6226464472740791,0,http,0,benign,0
h008,2024-03-03 01:00:00,11,4,7,56422,0.3256208744698755,0,http,0,benign,0
h009,2024-03-03 01:00:00,64,61,31,158824,0.6119873440573618,0,other,0,benign,0
h010,2024-03-03 01:00:00,10,4,7,98554,0.40623978445221515,0,http,0,benign,0
h011,2024-03-03 01:00:00,8,3,5,33925,0.9662229459348131,0,http,0,benign,0
h012,2024-03-03 01:00:00,58,55,30,196522,0.6778568291600839,0,other,0,benign,0
h013,2024-03-03 01:00:00,17,4,8,90756,0.6811603444305044,0,http,0,benign,0
h014,2024-03-03 01:00:00,6,4,5,20508,0.46590667454741985,0,http,0,benign,0
h015,2024-03-03 01:00:00,4,2,4,7507,0.3981202089843673,0,http,1,benign,0
h016,2024-03-03 01:00:00,2,2,2,4089,1.034130136028449,0,http,0,benign,0
h017,2024-03-03 01:00:00,22,4,7,114414,0.9374114820539021,0,http,0,benign,0
h018,2024-03-03 01:00:00,159,148,104,9790,0.060409570959607646,0,other,1,portscan,1
h019,2024-03-03 01:00:00,8,4,4,12466,0.6914492846823448,0,http,0,benign,0
h020,2024-03-03 01:00:00,106,100,71,7011,0.05465539197462194,0,other,0,benign,0
h021,2024-03-03 01:00:00,2,2,2,7740,0.20228196227828388,0,dns,0,benign,0
h022,2024-03-03 01:00:00,7,3,4,49913,0.4536441396122416,0,http,0,benign,0
h023,2024-03-03 01:00:00,4,2,2,1082023,12.102831851346,0,ssh,0,benign,0
h024,2024-03-03 01:00:00,26,5,8,118312,0.43833845739693966,0,http,0,benign,0
h025,2024-03-03 01:00:00,3,1,3,10348,0.20009837660993646,0,http,0,benign,0
h026,2024-03-03 01:00:00,13,5,6,31563,0.5186926049223579,0,http,0,benign,0
h027,2024-03-03 01:00:00,15,4,6,57442,0.5686479396689409,0,http,0,benign,0
h028,2024-03-03 01:00:00,6,2,6,16225,0.3203748007105833,0,http,0,benign,0
h029,2024-03-03 01:00:00,11,3,5,56634,0.40850000763972166,0,http,0,benign,0
h030,2024-03-03 01:00:00,8,3,5,30870,0.6692584152828956,0,http,0,benign,0
h031,2024-03-03 01:00:00,1,1,1,924,0.5951022102936961,0,http,0,benign,0
h032,2024-03-03 01:00:00,36,5,8,177846,0.48421296765440114,1,http,0,benign,0
h033,2024-03-03 01:00:00,2,1,2,4503,2.032475318539026,0,http,0,benign,0
h034,2024-03-03 01:00:00,20,4,8,87487,0.5371300702778112,0,http,0,benign,0
h035,2024-03-03 01:00:00,21,4,8,89081,0.588647970776777,0,http,0,benign,0
h036,2024-03-03 01:00:00,15,5,7,69939,0.3611499587690966,0,http,0,benign,0
h037,2024-03-03 01:00:00,11,4,6,35572,0.7926449171897016,0,http,0,benign,0
h038,2024-03-03 01:00:00,87,1,3,15204,0.2609778430170232,82,ssh,1,bruteforce,1
h039,2024-03-03 01:00:00,20,5,7,108836,0.42447152438164243,0,http,0,benign,0
h040,2024-03-03 01:00:00,10,4,7,49102,0.654670920689072,0,http,0,benign,0
h041,2024-03-03 01:00:00,168,153,107,9659,0.05919816959315501,0,other,1,portscan,1
h042,2024-03-03 01:00:00,1,1,1,1183,0.08374020576169718,0,http,0,benign,0
h043,2024-03-03 01:00:00,3,3,3,18682,0.3336419054386743,0,http,0,benign,0
h044,2024-03-03 01:00:00,22,5,8,117864,0.5338550477059821,0,http,0,benign,0
h045,2024-03-03 01:00:00,1,1,1,1580,0.8462957168128552,0,dns,0,benign,0
h046,2024-03-03 01:00:00,23,5,8,194155,0.868504267279601,0,http,0,benign,0
h047,2024-03-03 01:00:00,13,3,6,40699,0.8394608394576664,1,http,0,benign,0
h048,2024-03-03 01:00:00,1,1,1,8123,0.09690405990353895,0,http,0,benign,0
h049,2024-03-03 01:00:00,7,2,2,1354769,24.685801283281894,0,ssh,0,benign,0
h050,2024-03-03 01:00:00,24,5,8,110547,0.7483714239148096,0,http,0,benign,0
h051,2024-03-03 01:00:00,29,5,8,83152,0.44853269739867013,0,http,0,benign,0
h052,2024-03-03 01:00:00,5,2,4,21567,0.2497954712983889,0,http,0,benign,0
h053,2024-03-03 01:00:00,10,3,4,59402,0.5676399245167248,0,http,0,benign,0
h054,2024-03-03 01:00:00,4,3,2,9061,0.7676713158302041,0,http,0,benign,0
h055,2024-03-03 01:00:00,8,3,5,49373,0.2732929270691605,0,http,0,benign,0
h056,2024-03-03 01:00:00,2,2,2,3369,0.3166012777928885,0,http,0,benign,0
h057,2024-03-03 01:00:00,5,2,2,1843600,22.69721067969244,0,ssh,0,benign,0
h058,2024-03-03 01:00:00,53,5,8,270572,0.6243221370283927,0,http,0,benign,0
h059,2024-03-03 01:00:00,5,1,2,1261150,19.796642251223783,0,ssh,0,benign,0
h000,2024-03-03 02:00:00,110,103,83,7946,0.053826417576383935,0,other,1,portscan,1
h001,2024-03-03 02:00:00,26,4,7,202151,0.8450949509753127,0,http,0,benign,0
h002,2024-03-03 02:00:00,7,3,5,18493,1.2781650058428693,0,http,0,benign,0
h003,2024-03-03 02:00:00,11,3,6,110520,0.8596340086564888,0,http,0,benign,0
h004,2024-03-03 02:00:00,6,3,4,21603,0.2749782714938041,0,http,0,benign,0
h005,2024-03-03 02:00:00,28,5,8,67634,0.557167065595697,0,http,0,benign,0
h006,2024-03-03 02:00:00,24,4,8,69168,0.640991729210744,0,http,0,benign,0
h007,2024-03-03 02:00:00,11,4,8,21441,0.5804166094704323,1,http,0,benign,0
h008,2024-03-03 02:00:00,4,3,4,6295,0.32584001072844443,0,http,0,benign,0
h009,2024-03-03 02:00:00,4,2,1,1821063,10.364244890529989,0,ssh,1,exfil,1
h010,2024-03-03 02:00:00,8,4,5,13438,0.5123483224868587,0,http,0,benign,0
h011,2024-03-03 02:00:00,7,2,5,16482,1.1500937172153132,0,http,0,benign,0
h012,2024-03-03 02:00:00,14,5,7,47872,0.4892356523830584,0,http,0,benign,0
h013,2024-03-03 02:00:00,11,5,6,45285,0.3137383739028936,0,http,0,benign,0
h014,2024-03-03 02:00:00,33,1,3,5108,0.2427938699952046,24,ssh,1,bruteforce,1
h015,2024-03-03 02:00:00,117,105,78,7851,0.05713213707385943,0,other,1,portscan,1
h016,2024-03-03 02:00:00,11,4,7,27671,0.44120351480848313,0,http,0,benign,0
h017,2024-03-03 02:00:00,6,2,5,11036,0.5005922627642619,0,http,0,benign,0
h018,2024-03-03 02:00:00,7,4,5,82365,0.25504298237340084,0,http,0,benign,0
h019,2024-03-03 02:00:00,8,4,8,8679,1.118895097972522,0,http,0,benign,0
h020,2024-03-03 02:00:00,8,5,6,19170,0.5635086142359211,0,http,0,benign,0
h021,2024-03-03 02:00:00,9,4,6,77225,0.6190434578941267,0,http,0,benign,0
h022,2024-03-03 02:00:00,8,5,4,25091,0.8577122146181996,0,http,0,benign,0
h023,2024-03-03 02:00:00,4,2,2,1333769,6.317786481236745,0,http,0,benign,0
h024,2024-03-03 02:00:00,9,3,6,43662,0.992432553667038,0,http,0,benign,0
h025,2024-03-03 02:00:00,35,5,8,88749,0.6981104802994591,2,http,0,benign,0
h026,2024-03-03 02:00:00,8,4,4,36334,0.7115665418434786,1,http,0,benign,0
h027,2024-03-03 02:00:00,6,3,4,25215,0.2874546798469056,0,http,0,benign,0
h028,2024-03-03 02:00:00,3,3,3,2460,0.525874235632626,0,dns,0,benign,0
h029,2024-03-03 02:00:00,15,3,6,35676,0.40723417764647507,1,http,0,benign,0
h030,2024-03-03 02:00:00,6,3,4,14708,0.7755107989175362,0,http,0,benign,0
h031,2024-03-03 02:00:00,47,46,26,129774,0.6950568496757461,0,other,0,benign,0
h032,2024-03-03 02:00:00,22,5,8,102503,0.3782949370961552,0,http,0,benign,0
h033,2024-03-03 02:00:00,3,2,3,1921,0.4109254722627845,0,http,0,benign,0
h034,2024-03-03 02:00:00,47,45,26,164956,0.7705360635865497,0,other,0,benign,0
h035,2024-03-03 02:00:00,17,5,8,73111,0.6922941356236534,0,http,0,benign,0
h036,2024-03-03 02:00:00,7,3,4,65396,0.32904521460442926,0,http,0,benign,0
h037,2024-03-03 02:00:00,29,5,8,76254,0.4920645224890264,0,http,0,benign,0
h038,2024-03-03 02:00:00,65,1,3,10866,0.25746964401442646,60,ssh,1,bruteforce,1
h039,2024-03-03 02:00:00,21,3,8,117953,0.9040217167561009,0,http,1,benign,0
h040,2024-03-03 02:00:00,11,5,7,54098,0.5572027677727407,0,http,0,benign,0
h041,2024-03-03 02:00:00,13,4,7,100042,0.4981948137432773,0,http,0,benign,0
h042,2024-03-03 02:00:00,11,4,6,29969,0.3705997785717024,0,http,0,benign,0
h043,2024-03-03 02:00:00,46,42,26,126440,0.5533239283330229,0,other,0,benign,0
h044,2024-03-03 02:00:00,12,5,7,49964,0.3492392748783977,0,http,0,benign,0
h045,2024-03-03 02:00:00,11,3,6,27484,0.6907012159996688,0,http,0,benign,0
h046,2024-03-03 02:00:00,29,5,8,77793,0.5237285475671704,0,http,0,benign,0
h047,2024-03-03 02:00:00,1,1,1,387609,113.8771748197583,0,http,0,benign,0
h048,2024-03-03 02:00:00,23,4,8,82771,0.7554794744329555,0,http,0,benign,0
h049,2024-03-03 02:00:00,6,4,5,41522,0.5626187248648672,0,http,0,benign,0
h050,2024-03-03 02:00:00,14,5,7,69781,0.3700555077144328,0,http,0,benign,0
h051,2024-03-03 02:00:00,2,1,2,7332,0.45598511590229895,0,http,0,benign,0
h052,2024-03-03 02:00:00,113,107,83,6522,0.053428765377890895,0,other,1,portscan,1
h053,2024-03-03 02:00:00,7,4,4,16395,0.593087746186546,0,http,0,benign,0
h054,2024-03-03 02:00:00,15,5,6,44244,0.26828618165973184,0,http,0,benign,0
h055,2024-03-03 02:00:00,9,5,7,41190,0.7584331007940944,0,http,0,benign,0
h056,2024-03-03 02:00:00,5,3,4,36253,1.6857591468557036,0,http,0,benign,0
h057,2024-03-03 02:00:00,12,5,5,73535,0.5529371387862266,0,http,0,benign,0
h058,2024-03-03 02:00:00,21,5,8,80057,0.6550551045723625,0,http,0,benign,0
h059,2024-03-03 02:00:00,17,5,8,70232,0.48104213437379867,1,http,0,benign,0
h000,2024-03-03 03:00:00,25,4,7,149044,0.5868837826750379,0,http,0,benign,0
h001,2024-03-03 03:00:00,6,4,4,10590,0.5370161733745501,0,http,0,benign,0
h002,2024-03-03 03:00:00,9,3,5,95158,0.5330248917776893,0,http,0,benign,0
h003,2024-03-03 03:00:00,10,4,6,36102,0.30708108719607574,0,dns,1,benign,0
h004,2024-03-03 03:00:00,9,4,5,20927,0.31382244001383325,0,http,0,benign,0
h005,2024-03-03 03:00:00,2,2,1,1111,0.5332070570807141,0,http,0,benign,0
h006,2024-03-03 03:00:00,3,2,1,27954,0.6684995639965576,0,http,0,benign,0
h007,2024-03-03 03:00:00,5,2,1,5330340,13.388556587967347,0,http,1,exfil,1
h008,2024-03-03 03:00:00,16,5,7,98836,0.6772689447275354,0,http,0,benign,0
h009,2024-03-03 03:00:00,29,5,8,144854,0.4113788972544227,0,http,0,benign,0
h010,2024-03-03 03:00:00,9,4,7,12130,0.5045291753949729,0,http,0,benign,0
h011,2024-03-03 03:00:00,3,2,2,565107,21.941450286459354,0,http,0,benign,0
h012,2024-03-03 03:00:00,6,2,4,28264,0.6016295490634521,0,http,0,benign,0
h013,2024-03-03 03:00:00,13,5,7,91086,0.6534805069637385,0,http,0,benign,0
h014,2024-03-03 03:00:00,5,4,3,24388,0.4116696967318537,1,http,0,benign,0
h015,2024-03-03 03:00:00,2,2,2,1164,0.39441379620199685,0,http,0,benign,0
h016,2024-03-03 03:00:00,10,4,5,21329,0.6209666859592179,0,http,1,benign,0
h017,2024-03-03 03:00:00,67,60,41,4502,0.06148594638743081,0,other,1,portscan,1
h018,2024-03-03 03:00:00,23,5,7,44477,0.6919223932516928,0,http,0,benign,0
h019,2024-03-03 03:00:00,9,2,5,23541,0.6127263527694322,0,http,0,benign,0
h020,2024-03-03 03:00:00,16,3,8,46549,0.4617974947987112,0,http,0,benign,0
h021,2024-03-03 03:00:00,5,4,3,9303,0.43673453755174985,0,http,0,benign,0
h022,2024-03-03 03:00:00,23,5,8,66378,0.8044513661448388,0,http,0,benign,0
h023,2024-03-03 03:00:00,9,3,5,43070,0.3014782565119289,0,http,0,benign,0
h024,2024-03-03 03:00:00,13,5,7,67423,0.6644288113881719,0,http,0,benign,0
h025,2024-03-03 03:00:00,3,3,3,11650,0.4604097016340419,0,http,0,benign,0
h026,2024-03-03 03:00:00,20,4,7,60201,0.6207433028067346,1,http,0,benign,0
h027,2024-03-03 03:00:00,28,5,7,142588,0.613335126979064,1,http,0,benign,0
h028,2024-03-03 03:00:00,4,2,2,1213436,39.75134395609932,0,http,0,benign,0
h029,2024-03-03 03:00:00,12,4,6,94101,0.406443906565366,0,http,0,benign,0
h030,2024-03-03 03:00:00,13,3,7,35309,1.122109017975637,0,http,0,benign,0
h031,2024-03-03 03:00:00,11,3,7,40536,0.5515131530253918,0,http,0,benign,0
h032,2024-03-03 03:00:00,145,133,92,9906,0.05670174115474635,0,other,1,portscan,1
h033,2024-03-03 03:00:00,17,4,6,52009,0.6962113581763296,0,http,0,benign,0
h034,2024-03-03 03:00:00,5,3,4,44179,0.26637215003343884,0,http,0,benign,0
h035,2024-03-03 03:00:00,9,3,6,39902,1.2024646795010412,0,http,0,benign,0
h036,2024-03-03 03:00:00,7,3,6,80867,0.40962287386390545,0,http,0,benign,0
h037,2024-03-03 03:00:00,8,3,5,12009,0.5808688747266912,0,http,0,benign,0
h038,2024-03-03 03:00:00,87,82,68,5275,0.05118961168355206,0,other,1,portscan,1
h039,2024-03-03 03:00:00,15,4,7,74099,0.6255927819712578,0,http,0,benign,0
h040,2024-03-03 03:00:00,13,5,5,63036,0.5706743735251927,1,http,0,benign,0
h041,2024-03-03 03:00:00,17,4,8,63763,0.5231803067845495,0,http,0,benign,0
h042,2024-03-03 03:00:00,2,2,2,526,0.7355050875265138,0,http,0,benign,0
h043,2024-03-03 03:00:00,8,4,6,22097,0.28252756425626185,0,http,0,benign,0
h044,2024-03-03 03:00:00,14,5,7,67356,0.48978724217139186,0,http,0,benign,0
h045,2024-03-03 03:00:00,15,5,7,46447,0.9912960233336171,0,http,0,benign,0
h046,2024-03-03 03:00:00,28,5,8,160752,0.7014470836772341,0,http,0,benign,0
h047,2024-03-03 03:00:00,139,130,89,9235,0.055205868849686895,0,other,1,portscan,1
h048,2024-03-03 03:00:00,33,4,8,146420,0.5435648171751439,0,http,0,benign,0
h049,2024-03-03 03:00:00,9,5,5,11891,0.6131528022139596,0,http,0,benign,0
h050,2024-03-03 03:00:00,64,1,3,9332,0.265288542918052,59,ssh,1,bruteforce,1
h051,2024-03-03 03:00:00,19,5,6,54657,0.560862947682547,0,http,0,benign,0
h052,2024-03-03 03:00:00,8,4,5,17345,0.4650958393031811,0,http,0,benign,0
h053,2024-03-03 03:00:00,11,3,8,27981,0.49533916743619016,0,http,0,benign,0
h054,2024-03-03 03:00:00,1,1,1,9476,1.7584610859404746,0,smtp,0,benign,0
h055,2024-03-03 03:00:00,5,2,4,17660,1.2972677503949468,0,http,0,benign,0
h056,2024-03-03 03:00:00,28,5,8,140933,0.6711252055923439,0,http,0,benign,0
h057,2024-03-03 03:00:00,7,2,6,44404,0.3767364256649282,0,http,0,benign,0
h058,2024-03-03 03:00:00,54,1,3,9346,0.2639147107788555,45,ssh,1,bruteforce,1
h059,2024-03-03 03:00:00,30,5,8,113325,0.8282726777065086,0,http,0,benign,0
h000,2024-03-03 04:00:00,8,4,5,24896,0.8485404191442456,0,http,0,benign,0
h001,2024-03-03 04:00:00,131,116,92,7747,0.0546998301468432,0,other,1,portscan,1
h002,2024-03-03 04:00:00,80,78,52,5086,0.05845609680594752,0,other,1,portscan,1
h003,2024-03-03 04:00:00,21,4,8,90191,0.5131371814032923,1,http,0,benign,0
h004,2024-03-03 04:00:00,21,5,7,60332,0.49545307350885115,0,http,0,benign,0
h005,2024-03-03 04:00:00,9,3,6,25134,0.8472593494418441,0,http,0,benign,0
h006,2024-03-03 04:00:00,12,3,7,28890,1.5908300630664671,0,http,0,benign,0
h007,2024-03-03 04:00:00,5,3,3,8832,0.4812002466645193,0,http,0,benign,0
h008,2024-03-03 04:00:00,31,5,8,187309,0.42536812244455896,0,http,0,benign,0
h009,2024-03-03 04:00:00,9,5,5,23862,0.5386695520261542,0,http,0,benign,0
h010,2024-03-03 04:00:00,5,2,3,6805,0.5551431459089351,0,http,0,benign,0
h011,2024-03-03 04:00:00,11,3,5,89286,0.7337083802366969,0,http,0,benign,0
h012,2024-03-03 04:00:00,11,5,7,27882,0.2818872850606516,0,http,0,benign,0
h013,2024-03-03 04:00:00,43,5,8,127074,0.5183604833424355,1,http,0,benign,0
h014,2024-03-03 04:00:00,129,118,89,7943,0.05389351468030327,0,other,1,portscan,1
h015,2024-03-03 04:00:00,8,3,5,31394,0.4506313619056978,0,http,0,benign,0
h016,2024-03-03 04:00:00,8,4,5,13760,0.38063256343833896,0,http,0,benign,0
h017,2024-03-03 04:00:00,22,5,8,52382,0.6991972333700816,0,http,0,benign,0
h018,2024-03-03 04:00:00,4,3,4,13462,0.3593356747148442,0,http,0,benign,0
h019,2024-03-03 04:00:00,13,4,7,41676,0.39393283412213553,0,http,0,benign,0
h020,2024-03-03 04:00:00,14,5,6,67924,0.6411131812561492,0,http,0,benign,0
h021,2024-03-03 04:00:00,30,5,8,99693,0.4348019288538306,0,http,0,benign,0
h022,2024-03-03 04:00:00,5,4,5,16421,0.5606957485508735,0,ssh,0,benign,0
h023,2024-03-03 04:00:00,4,2,4,17214,0.4170312830953179,0,http,0,benign,0
h024,2024-03-03 04:00:00,21,3,7,59668,0.6568134304581912,0,http,0,benign,0
h025,2024-03-03 04:00:00,13,3,6,30450,0.5108968957249561,0,http,0,benign,0
h026,2024-03-03 04:00:00,9,4,5,43394,0.9785041315795849,0,http,0,benign,0
h027,2024-03-03 04:00:00,11,4,6,80459,0.4779744968266467,0,http,0,benign,0
h028,2024-03-03 04:00:00,7,5,6,30007,1.0271356212220983,0,http,0,benign,0
h029,2024-03-03 04:00:00,24,5,8,78079,0.46099360972658704,0,http,0,benign,0
h030,2024-03-03 04:00:00,16,4,7,82426,0.9465854578202232,0,http,0,benign,0
h031,2024-03-03 04:00:00,19,5,8,41768,0.703952250925869,0,http,0,benign,0
h032,2024-03-03 04:00:00,32,5,7,115530,0.5232172106166955,1,http,0,benign,0
h033,2024-03-03 04:00:00,3,3,2,11692,0.9175751054897548,0,http,0,benign,0
h034,2024-03-03 04:00:00,27,5,8,120233,0.5592271010773648,0,http,0,benign,0
h035,2024-03-03 04:00:00,10,4,7,48672,0.8362964308615888,0,http,0,benign,0
h036,2024-03-03 04:00:00,21,5,8,110484,0.5429711743616511,0,http,0,benign,0
h037,2024-03-03 04:00:00,15,4,7,92039,0.36644254362404055,1,http,0,benign,0
h038,2024-03-03 04:00:00,47,45,31,165617,0.553476398631387,0,other,0,benign,0
h039,2024-03-03 04:00:00,4,2,4,22040,0.9112451588996529,0,http,0,benign,0
h040,2024-03-03 04:00:00,14,5,6,35887,0.7543426328489826,0,http,0,benign,0
h041,2024-03-03 04:00:00,6,2,3,35895,1.6441580436221797,0,http,0,benign,0
h042,2024-03-03 04:00:00,4,2,4,7198,1.0197406265347446,0,dns,0,benign,0
h043,2024-03-03 04:00:00,13,5,6,106949,0.6739142454820993,2,http,0,benign,0
h044,2024-03-03 04:00:00,6,3,4,10619,0.2693691644020389,0,http,0,benign,0
h045,2024-03-03 04:00:00,4,4,4,26185,0.45057539777018013,0,smtp,0,benign,0
h046,2024-03-03 04:00:00,13,5,8,30812,0.34321324187164587,0,http,0,benign,0
h047,2024-03-03 04:00:00,14,5,6,97304,0.4380380620373657,0,http,0,benign,0
h048,2024-03-03 04:00:00,3,2,2,448376,13.16711064515887,0,ssh,0,benign,0
h049,2024-03-03 04:00:00,8,3,5,3922,1.0766617382023274,0,http,0,benign,0
h050,2024-03-03 04:00:00,4,3,3,24428,0.6218901435735248,1,dns,0,benign,0
h051,2024-03-03 04:00:00,52,50,30,183661,0.555900577349484,0,other,0,benign,0
h052,2024-03-03 04:00:00,101,96,68,6032,0.058610923091516984,0,other,1,portscan,1
h053,2024-03-03 04:00:00,73,1,3,11888,0.27823851955553985,64,ssh,1,bruteforce,1
h054,2024-03-03 04:00:00,2,2,2,17292,0.9648673397281504,0,http,1,benign,0
h055,2024-03-03 04:00:00,10,5,5,65846,0.45356832082616183,0,http,0,benign,0
h056,2024-03-03 04:00:00,14,3,7,197163,0.7406375489169277,0,http,0,benign,0
h057,2024-03-03 04:00:00,13,2,6,50801,0.37367624741163125,0,http,0,benign,0
h058,2024-03-03 04:00:00,5,3,4,12942,0.6223453688498288,0,http,0,benign,0
h059,2024-03-03 04:00:00,10,3,8,137665,1.159019378576072,0,http,0,benign,0
h000,2024-03-03 05:00:00,47,43,26,115943,0.6281397410909899,0,other,0,benign,0
h001,2024-03-03 05:00:00,25,5,8,95834,0.6541125895160603,0,http,0,benign,0
h002,2024-03-03 05:00:00,16,5,6,116167,0.6235084104420854,1,http,0,benign,0
h003,2024-03-03 05:00:00,6,3,5,27110,0.23150183954470616,0,http,0,benign,0
h004,2024-03-03 05:00:00,1,1,1,1382,0.5780086547640529,0,dns,0,benign,0
